MCC/MNC,Ext.,Name,username,password,Number,APN,Auth Mode,DNS1,DNS2
64007,,TTCL,,,*99#,internet,2,,
64005,,Zain TZ,,,*99#,internet,2,,
64004,,Vodacom TZ,,,*99***1#,internet,2,,
64003,,Zantel,,,*99#,znet,2,,
64002,,Tigo Tanzania,,,*99#,tigoweb,2,,
63907,,Internet Everywhere 3G+,orangefixedplus,orange,#777,,2,,
63903,,ZAIN KENYA,,,*99#,ke.celtel.com,2,,
63902,,Safaricom,saf,data,*99#,safaricom,2,,
63611,,ETC,etc,etc,#777,etc.com,0,,
63601,,ETC,,,*99#,etc.com,0,,
63517,,ktrn,,,*99#,internet4g.orn,0,,
63514,,Airtel Rwanda,,,*99#,internet,0,,
63513,,Tigo Rwanda,,,*99#,web.tigo.rw,0,,
63512,,Rwandatel S.A,,,*99#,rtel3g,0,,
63510,,MTN Rwanda,,,*99#,internet.mtn,2,,
63407,,Sudani internet,sudani,sudani,*99#,sudaninet,0,,
63402,,MTN Prepaid,,,*99#,internet,2,,
63402,,MTN Postpaid,,,*99#,internet1,2,,
63401,,Zain Connect,,,*99#,internet,0,,
63310,,Airtel,,,*99#,internet.sl.airtel.com,2,,
63203,,Orange GB,,,*99#,internetogb,0,,
63202,,MTN Internet,,,*99#,internet.mtn-bissau.com,0,,
63089,,Tigo,,,*99#,Tigo.web,0,,
63086,,CCT,,,*99#,cct.com,0,,
63005,,Standard telecom,stelecom,777,#777,,0,,
63002,,Airtel RDC,,,*99#,internet,0,,
63001,,Vodacom,,,*99#,vodanet,0,,
62910,,MTN,,,*99#,internet.mtn.cg,0,,
62907,,Warid,,,*99#,web.waridtel.cg,0,,
62903,,Congo Telecom BZV,Phonenumber@congotelecom3apn.cg,123456,#777,,0,,
62903,,Congo Telecom PN,Phonenumber@congotelecom3aoyo.cg,123456,#777,,0,,
62902,,Azur,,,*99#,internet,0,,
62901,,Airtel,,,*99#,internet.cg.zain.com,0,,
62803,,Zain Internet Mobile,,,*99#,internet.ga.celtel.com,2,,
62502,,tmais,,,*99#,tmais,0,,
62501,,CVMovel,,,*99#,internet,0,,
62405,,camtel,,,*99#,camtel,0,,
62404,,Nexttel,,,*99#,n-connect,0,,
62403,,Vodafone,,,*99#,internet,0,,
62402,,Orange,orange,orange,*99#,orangecmgprs,0,,
62401,,MTN,,,*99#,mtnwap,2,,
62203,,Tigo internet,,,*99#,net.millicom.com,0,,
62201,,Airtel internet,,,*99#,Internet.td.zain.com,0,,
62160,,Etisalat,,,*99#,etisalat,0,,
62150,,Globacom,flat,flat,*99#,gloflat,0,,
62130,,MTN Web,web,web,*99#,web.gprs.mtnnigeria.net,1,,
62127,,Auto,,,*99#,,0,,
62126,,Swift,,,*99#,lte.swiftng.com,0,,
62124,,Spectranet,,,*99#,,0,,
62120,,Airtel,internet,internet,*99#,internet.ng.airtel.com,0,,
62006,,Airtel,,,*99#,internet,0,,
62003,,Tigo,,,*99#,web.tigo.com.gh,0,,
62002,,Vodafone,,,*99#,browse,0,,
62001,,MTN,,,*99#,internet,0,,
61905,,africell,,,*99#,africell.sl,0,,
61901,,Airtel SL,,,*99#,internet.sl.airtel.com,0,,
61807,,Orange,,,*99#,orange,0,,
61801,,MTN,internet,MTN,*99#,internetlcc,0,,
61710,,Emtel,,,*99#,web,2,,
61710,,Emtel wap,,,*99#,wap,0,,
61703,,mtml,,,*99#,mtml,0,,
61701,,Orange,,,*99#,Orange,0,,
61303,,TELECEL,wap,miep,*99#,wap.telecelfaso.bf,0,,
61302,,AIRTEL Internet,,,*99#,internet.bf.celtel.com,0,,
61302,,AIRTEL Wap,,,*99#,wap.bf.celtel.com,0,,
61301,,TELMOB,,,*99#,nettelmob,0,,
61218,,YooMee CI,,,*99#,data.yoomee.ci,0,,
61205,,MTN,,,*99#,web.mtn.ci,0,,
61205,,MTN LTE,,,*99#,web.mtn.ci,0,,
61203,,Orange,web,web,*99#,orangeciweb,0,,
61203,,orangecimobile,buro,buro,*99#,orangecimobile,0,,
61203,,orangecidata,data,data,*99#,orangecidata,0,,
61202,,Moov,web,web,*99#,moov,0,,
61105,,Cellcom,internet,cellcom,*99#,internet.cellcom.com,0,,
61104,,Areeba,wapmtn,wapmtn,*99#,wap.arreba.com.gn,0,,
61101,,MTN Guinea,,,*99#,internet,2,,
61101,,Orange Guinee,internetogn,internetogn,*99#,internetogn,0,,
61002,,Orange,iew,iew,*99#,iew,0,,
61001,,Internet 3G,internet,internet,*99#,web.malitel3.ml,1,,
60910,,mauritel,,,*99#,web.mauritel,2,,
60902,,chinguitel,chinguitel,chinguitel,#777,,2,,
60803,,Expresso,expresso,expresso,*99#,expresso,0,,
60802,,Tigo,,,*99#,web.sentel.com,0,,
60801,,Orange SN,internet,internet,*99#,internet,0,,
60704,,Qcell,,,*99#,Qcellnet,0,,
60702,,Africell,,,*99#,Africellnet,0,,
60701,,Gamcel,,,*99#,Gamcellnet,0,,
60503,,Ooredoo TN Internet,,,*99#,internet.ooredoo.tn,0,,
60502,,Tunisie Telecom,,,*99#,internet.tn,2,,
60501,,Orange,,,*99#,orange,0,,
60501,,Internet Everywhere forfait,,,*99#,keypro,1,,
60501,,Internet Everywhere prepaye,,,*99#,keygp,1,,
60501,,Internet EveryWhere Premium,,,*99#,keybusiness,1,,
60501,,Internet EveryWhere Business,,,*99#,keypremium,1,,
60402,,inwi,,,*99#,www.inwi.ma,0,,
60401,,3G IAM postpaid,,,*99#,www.iamgprs1.ma,0,,
60401,,3G IAM prepaid,,,*99#,www.iamgprs2.ma,0,,
60400,,OrangeMA,,,*99#,internet.orange.ma,1,,
60309,,Internet,,,*99#,internet,0,,
60303,,OoredooINTERNET,ooredoo,ooredoo,*99#,internet,2,,
60302,,Djezzy connect,,,*99#,djezzy.internet,1,,
60301,,Mobilis Internet,internet,internet,*99#,internet,1,,
60301,,Mobilis internet2,3ginternet,3ginternet,*99#,3ginternet,0,,
60204,,Internet,,,*99#,internet.te.eg,0,,
60203,,Etisalat Internet,,,*99#,internet.etisalat,2,,
60202,,Vodafone EG,internet,internet,*99#,internet.vodafone.net,1,,
60201,,Mobinil,,,*99#,mobinilweb,2,,
54900,,Digicel Samoa #2,,,*99#,web.digicelsamoa.ws,2,,
54705,,Viti internet,,,*99#,internet,0,,
54705,,Viti pubinternet,,,*99#,pubinternet,0,,
54705,,Viti,,,*99#,internet,0,,
54705,,Vitipub,,,*99#,pubinternet,0,,
54202,,Digicel Pacific,,,*99#,web.digicelpacific.com,2,,
54202,,Digicel Samoa #1,,,*99#,web.digicelsamoa.ws,2,,
54202,,Digicel Web,,,*99#,web,0,,
54105,,Digicel Vanuatu,,,*99#,web.digicelpacific.com,2,,
54105,,Digicel Web,,,*99#,web,0,,
54001,,Breeze data,,,*99#,Internet,2,,
53988,,Digicel Tonga,,,*99#,web.digicelpacific.com,2,,
53988,,Digicel Web,,,*99#,web,0,,
53703,,Digicel PNG,,,*99#,internet.digicelpng.com,2,,
53703,,Digicel Web,,,*99#,web,0,,
53602,,Digicel Pacific,,,*99#,web.digicelpacific.com,2,,
53024,,2degrees Internet,,,*99#,internet,2,,
53005,,TelecomData,,,*99#,wap.telecom.co.nz,2,,
53001,,Vodafone NZ,,,*99#,vodafone,2,,
52811,,dst.internet,,,*99#,dst.internet,2,,
52802,,bmobilewap,,,*99#,bmobilewap,2,,
52505,,GT Roaming,,,*99#,gtnet,2,,
52505,,StarHub,,,*99#,shinternet,0,,
52503,,M1,,,*99#,sunsurf,0,,
52501,,Singtel (Postpaid),,,*99#,internet,0,,
52501,,Singtel (Prepaid),,,*99#,hi-internet,0,,
52501,,Singtel (hicard),,,*99#,hicard,0,,
52099,,TRUE,,,*99#,internet,2,,
52018,,dtac internet,,,*99#,www.dtac.co.th,2,,
52015,,TOT,,,*99#,internet,1,,
52005,,dtac internet,,,*99#,www.dtac.co.th,2,,
52004,,TRUE-H,TRUE,TRUE,*99#,internet,1,,
52003,,AIS Internet,,,*99#,internet,2,,
52001,,AIS Internet,,,*99#,internet,2,,
52000,,TRUE-H,TRUE,TRUE,*99#,internet,1,,
51505,,Sun Internet,,,*99#,minternet,1,,
51505,,Sun Broadband Standard,,,*99#,fbband,1,,
51503,,Smart Bro,,,*99#,smartbro,1,,
51503,,SMART internet,,,*99#,internet,1,,
51503,,SMART LTE,,,*99#,SMARTLTE,1,,
51502,,Globe Tattoo Broadband - Postpaid,,,*99***1#,internet.globe.com.ph,2,,
51502,,Globe Tattoo Broadband - Prepaid,,,*99***1#,http.globe.com.ph,2,,
51502,,ABS-CBN Mobile,,,*99#,internet.abs-cbn.com.ph,2,,
51089,,3,3data,3data,*99#,3data,0,,
51088,,Internux,,,*99#,internet,0,,
51078,,hinet4G,,,*99#,internet,0,,
51068,,Internux,,,*99#,internet,0,,
51028,,Smartfren4G,,,*99#,Smartfren4G,0,,
51021,,Indosat Internet,,,*99#,indosatgprs,0,,
51011,,XL internet,,,*99#,internet,0,,
51011,,XL Unlimited,,,*99#,xlunlimited,0,,
51011,,XL HotRod,xlgprs,proxl,*99#,www.xlgprs.net,0,,
51010,,Telkomsel volume based,,,*99#,internet,0,,
51009,,Smartfren4G,,,*99#,Smartfren4G,0,,
51008,,AXIS,axis,123456,*99#,AXIS,0,,
51001,,Indosat Internet,,,*99#,indosatgprs,0,,
50503,,Vodafone AU,,,*99#,live.vodafone.com,2,,
50503,,Vodafone AU wholesale,,,*99#,purtona.net,2,,
50502,,Optus Connect,,,*99#,connect,2,,
50502,,Optus Yesinternet,,,*99#,yesinternet,2,,
50502,,Optus Prepaid,,,*99#,preconnect,2,,
50502,,Optus Business,,,*99#,yesbusiness,2,,
50502,,Optus Connectme,,,*99#,connectme,2,,
50502,,Optus Connectcap,,,*99#,connectcap,2,,
50501,,Telstra.Internet,,,*99#,telstra.internet,2,,
50501,,Telstra.Wap,,,*99#,telstra.wap,2,,
50219,,Celcom 3G Internet,,,*99#,celcom3g,2,,
50218,,U Mobile,,,*99#,my3g,2,,
50217,,Postpaid,maxis,wap,*99#,maxisbb,2,,
50217,,Prepaid,maxis,wap,*99#,bbnet,2,,
50216,,DiGi Internet,,,*99#,diginet,2,,
50213,,Celcom 3G Internet,,,*99#,celcom3g,2,,
50212,,Postpaid,maxis,wap,*99#,maxisbb,2,,
50212,,Prepaid,maxis,wap,*99#,bbnet,2,,
50212,,Maxis 3G Internet,maxis,wap,*99#,unet,2,,
50211,,Tmgo,,,*99#,TM4G,2,,
50210,,Digi Internet,,,*99#,diginet,2,,
47202,,Wataniya Maldives,,,*99#,WataniyaNet,2,,
47201,,Dhiraagu,,,*99#,internet.dhimobile,0,,
47007,,Airtel,,,*99#,internet,0,,
47004,,Teletalk,,,*99#,wap,0,,
47003,,Banglalink,,,*99#,blweb,0,,
47002,,Robi,,,*99#,internet,0,,
47001,,GP-INTERNET,,,*99#,gpinternet,0,,
46697,,TWM,,,*99#,internet,2,,
46692,,CHT,,,*99#,internet,2,,
46689,,T Star-internet,,,*99#,internet,2,,
46689,,VIBO-vibo,,,*99#,vibo,2,,
46689,,VIBOONE,,,*99#,viboone,2,,
46605,,GT Internet,,,*99#,gtnet,2,,
46601,,FET,,,*99#,internet,2,,
46011,,中国电信CTNET,,,*99#,CTNET,0,,
46011,,中国电信CTWAP,,,*99#,CTWAP,0,,
46011,,电信物联网卡,,,*99#,ctnb,0,,
46009,,沃宽带用户连接互联网,,,*99#,3gnet,2,,
46008,,中国移动CMNET,,,*99#,CMNET,0,,
46008,,中国移动CMWAP,,,*99#,CMWAP,0,,
46008,,中国移动物联网,,,*99#,cmiot,0,,
46007,,中国移动CMNET,,,*99#,CMNET,0,,
46007,,中国移动CMWAP,,,*99#,CMWAP,0,,
46007,,中国移动物联网,,,*99#,cmiot,0,,
46006,,中国联通3gnet,,,*99#,3gnet,0,,
46006,,中国联通UNINET,,,*99#,UNINET,0,,
46006,,联通物联网卡1,,,*99#,unim2m.njm2mapn,0,,
46006,,联通物联网卡2,,,*99#,unim2m.gzm2mapn,0,,
46005,,中国电信CTNET,,,*99#,CTNET,0,,
46005,,中国电信CTWAP,,,*99#,CTWAP,0,,
46005,,电信物联网卡,,,*99#,ctnb,0,,
46004,,中国移动CMNET,,,*99#,CMNET,0,,
46004,,中国移动CMWAP,,,*99#,CMWAP,0,,
46004,,中国移动物联网,,,*99#,cmiot,0,,
46003,,中国电信CTNET,,,*99#,CTNET,0,,
46003,,中国电信CTWAP,,,*99#,CTWAP,0,,
46003,,电信物联网卡,,,*99#,ctnb,0,,
46002,,中国移动CMNET,,,*99#,CMNET,0,,
46002,,中国移动CMWAP,,,*99#,CMWAP,0,,
46002,,中国移动物联网,,,*99#,cmiot,0,,
46001,,中国联通3gnet,,,*99#,3gnet,0,,
46001,,中国联通UNINET,,,*99#,UNINET,0,,
46001,,联通物联网卡1,,,*99#,unim2m.njm2mapn,0,,
46001,,联通物联网卡2,,,*99#,unim2m.gzm2mapn,0,,
46000,,中国移动CMNET,,,*99#,CMNET,0,,
46000,,中国移动CMWAP,,,*99#,CMWAP,0,,
46000,,中国移动物联网,,,*99#,cmiot,0,,
45708,,Beeline Internet,,,*99#,beelinenet,0,,
45703,,unitel 4G,,,*99#,unitel4g,2,,
45703,,unitel internet,,,*99#,unitel3g,2,,
45702,,ETL Internet,,,*99#,etlnet,2,,
45701,,LTC 4G,,,*99#,ltc4g,2,,
45701,,LTC internet,,,*99#,ltcnet,2,,
45618,,Cellcard,,,*99#,cellcard,2,,
45615,,Kingtel,,,*99#,kingtel,0,,
45611,,Seatel,,,*99#,seatel,0,,
45609,,Metfone,,,*99#,metfone,2,,
45608,,Metfone,,,*99#,metfone,2,,
45606,,Smart,,,*99#,smart,2,,
45605,,Smart,,,*99#,smart,2,,
45604,,QB,,,*99#,WAP,2,,
45602,,Smart,,,*99#,smart,2,,
45601,,Cellcard,,,*99#,cellcard,2,,
45507,,中国电信,,,*99#,CTNET,0,,
45504,,CTM Mobile BB – time base,,,*99#,ctm-mobile.t,2,,
45504,,CTM Mobile BB – volume base,,,*99#,ctm-mobile,2,,
45504,,CTM Postpaid,,,*99#,ctm-mobile,2,,
45504,,CTM Prepaid,,,*99#,ctmprepaid,2,,
45503,,3 MACAU,,,*99#,mobile.three.com.mo,2,,
45501,,CTM Mobile BB – time base,,,*99#,ctm-mobile.t,2,,
45501,,CTM Mobile BB – volume base,,,*99#,ctm-mobile,2,,
45501,,CTM Postpaid,,,*99#,ctm-mobile,2,,
45501,,CTM Prepaid,,,*99#,ctmprepaid,2,,
45500,,Smartone MAC,,,*99#,smartweb,2,,
45431,,UNICOM HK,,,*99#,3gnet,0,,
45419,,4G LTE HKT,,,*99#,mobile,0,,
45418,,4G LTE,,,*99#,lte.internet,2,,
45418,,4G LTE Public,,,*99#,lte.public,2,,
45418,,4G LTE SUN Mobile,,,*99#,SUNMobile,0,,
45417,,SmarTone HK,,,*99#,Internet,2,,
45416,,4G LTE HKT,,,*99#,mobile,0,,
45415,,SmarTone HK,,,*99#,Internet,2,,
45413,,CMHK,,,*99#,CMHK,2,,
45412,,CMHK,,,*99#,CMHK,2,,
45410,,csl,,,*99#,hkcsl,0,,
45407,,UNICOM HK,,,*99#,3gnet,2,,
45406,,SmarTone HK,,,*99#,Internet,2,,
45404,,3 HK,,,*99#,mobile.three.com.hk,0,,
45403,,3 HK,,,*99#,mobile.three.com.hk,0,,
45402,,4G LTE,,,*99#,lte.internet,2,,
45402,,4G LTE Public,,,*99#,lte.public,2,,
45402,,4G LTE SUN Mobile,,,*99#,SUNMobile,2,,
45400,,4G LTE,,,*99#,lte.internet,2,,
45400,,4G LTE Public,,,*99#,lte.public,2,,
45400,,4G LTE SUN Mobile,,,*99#,SUNMobile,2,,
45207,,Gmobile,,,*99#,internet,2,,
45205,,Vietnamobile,,,*99#,internet,2,,
45204,,Viettel,,,*99#,e-connect,2,,
45202,,VinaPhone,mms,mms,*99#,m3-card,1,,
45201,,Mobifone,mms,mms,*99#,m-wap,2,,
45012,,SKTelink,,,*99#,web.sktelecom.com,0,,
45011,,KCT3G,,,*99#,web.sktelecom.com,0,,
45008,,KT,,,*99#,lte.ktfwing.com,2,,
45008,,KT4G,,,*99#,lte.ktfwing.com,0,,
45008,,KT3G,,,*99#,alwayson-r6.ktfwing.com,0,,
45006,,LGU+,,,*99#,internet.lguplus.co.kr,0,,
45005,,SKT4G,,,*99#,lte.sktelecom.com,0,,
45005,,SKT3G,,,*99#,web.sktelecom.com,0,,
44110,,UQ mobile,uq@uqmobile.jp,uq,*99#,uqmobile.jp,0,,
44020,,Y!mobile APN,ym,ym,*99#,plus.acs.jp,0,,
44010,,Spmode,,,*99#,spmode.ne.jp,0,,
44010,,Mopera U,,,*99#,Mopera.net,0,,
44010,,Mopera U setting,,,*99#,0120.mopera.net,0,,
44010,,BIGLOBE LTE.3G,user,0000,*99#,biglobe.jp,0,,
44010,,nifty,mda@nifty,nifty,*99#,mda.nifty.com,0,,
44010,,DMM mobile,dmm@dmm.com,dmm,*99#,vmobile.jp,0,,
44010,,mopera U,,,*99#,mopera.net,0,,
44010,,IIJmio,mio@iij,iij,*99#,iijmio.jp,0,,
44010,,U-mobile,umobile@umobile.jp,umobile,*99#,umobile.jp,0,,
44010,,hi-ho,lte@hi-ho,hi-ho,*99#,vmobile.jp,0,,
44010,,So-net,nuro,nuro,*99#,so-net.jp,0,,
44010,,OCN モバイル ONE (LTE),mobileid@ocn,mobile,*99#,lte-d.ocn.ne.jp,0,,
44010,,OCN モバイル ONE (3G),mobileid@ocn,mobile,*99#,3g-d-2.ocn.ne.jp,0,,
44010,,楽天モバイル　通話SIM,rakuten@vdm,vrkt,*99#,vdm.jp,0,,
44000,,rtc.data,em,em,*99***1#,rtc.data,1,,
44000,,emb.ne.jp,em,em,*99***1#,emb.ne.jp,1,,
44000,,プロトコル制限あり（B）,em,em,*99***1#,emb2.ne.jp,1,,
44000,,プロトコル制限なし,em,em,*99***1#,emb.ne.jp,1,,
44000,,My EMOBILE,em,em,*99***1#,myemobile,1,,
44000,,EMチャージ,em,em,*99***1#,rtc.data,1,,
44000,,rtc.data_LTE,em,em,*99***1#,em.std,1,,
43709,,O! (Nur Telecom),,,*99#,internet,0,,
43705,,Megacom (Alfa Telecom),megacom,megacom,*99#,internet,0,,
43701,,Beeline (Sky Mobile-VEON),,,*99#,internet.beeline.kg,0,,
43610,,Babilon-T,,,*99#,cybernet,0,,
43605,,Beeline,,,*99#,internet,0,,
43604,,Babilon-M,,,*99#,babilon,0,,
43604,,Babilon-T,,,*99#,cybernet,0,,
43603,,Megafon,,,*99#,internet,0,,
43602,,Tcell,,,*99#,tcell,2,,
43602,,Tcell Time,,,*99#,time,2,,
43601,,Tcell,,,*99#,tcell,0,,
43601,,Tcell Time,,,*99#,time,0,,
43409,,EVO+ Internet,evo,evo,*99#,internet.evo.uz,0,,
43409,,EVO+ LTE,admin,admin,*99#,lte.evo.uz,0,,
43407,,MTS Connect,,,*99#,net.mts.uz,2,,
43235,,Irancell-GPRS,,,*99#,mtnirancell,2,,
43220,,RighTel,,,*99#,RighTel,0,,
43220,,RighTel MMS,,,*99#,rightel-wap,0,,
43211,,MCI-GPRS,,,*99#,mcinet,2,,
42903,,ntcdma,ntcdma,ntcdma,#777,ntcdma,0,,
42902,,ncell,,,*99#,web,0,,
42901,,ntc,,,*99#,ntnet,0,,
42900,,utl,phonenumber@utlnepal.com.np,phonenumber@utlnepal.com.np,#777,utl,0,,
42899,,Mobicom,,,*99#,mobicom,0,,
42888,,Unitel,,,*99#,net,0,,
42801,,Skytel,,,*99#,style,0,,
42702,,Vodafone Qatar,,,*99#,web.vodafone.com.qa,2,,
42701,,Ooredoo data,,,*99#,data,1,,
42604,,VIVA Internet BH,,,*99#,viva.bh,2,,
42602,,netlte,,,*99#,netlte,2,,
42602,,net4g,,,*99#,net4g,2,,
42602,,Zain Internet,internet,internet,*99#,internet,2,,
42601,,Batelco internet,,,*99#,internet.batelco.com,2,,
42515,,Home Cellular,,,*99#,hcninternet,1,,
42508,,Golan Telecom,,,*99#,internet.golantelecom.net.il,1,,
42507,,HOT Mobile,,,*99#,dun.hotm,1,,
42503,,Pelephone,pcl@3g,pcl,*99#,internet.pelephone.net.il,1,,
42503,,Rami Levi,rl@3g,rl,*99#,internet.rl,1,,
42502,,Cellcom,,,*99#,internetg,1,,
42501,9,FooConnect,openroamer.com,,*99#,openroamer.com,0,,
42501,,Orange 4G,,,*99#,uwap.orange.co.il,1,,
42403,,du internet,,,*99#,du,2,,
42402,,etisalat,,,*99#,etisalat.ae,2,,
42401,,etisalat p,,,*99#,etisalat.ae,2,,
42203,,nawras,,,*99#,isp.nawras.com.om,2,,
42202,,Oman Mobile,taif,taif,*99#,taif,2,,
42202,,halafoni,,,*99#,friendi,2,,
42202,,FRiENDi mobile,,,*99#,friendi-gprs,2,,
42103,,Yemen Mobile 3G,ymobile,ymobile,#777,,0,,
42101,,SabaNet,,,*99#,sabanet,1,,
42101,,SabaFon Internet,,,*99#,internet,1,,
42075,,Mobily Prepaid plan,,,*99#,web2,2,,
42075,,Mobily Postpaid plan,,,*99#,web1,2,,
42005,,Virgin Mobile,,,*99#,internet,0,,
42005,,FRiENDi mobile,,,*99#,internet,0,,
42004,,Zain Internet,,,*99#,zain,2,,
42003,,Mobily Prepaid plan,,,*99#,web2,2,,
42003,,Mobily Postpaid plan,,,*99#,web1,2,,
42001,,jawalnet.com.sa,,,*99#,jawalnet.com.sa,2,,
42001,,Homenet,,,*99#,Homenet,2,,
42001,,afaqwireless.com,,,*99#,afaqwireless.com,2,,
42001,,Atheeb.net,,,*99#,Atheeb.net,2,,
41904,,VIVA Internet KW,,,*99#,viva,2,,
41903,,Ooredoo Internet,,,*99#,action.ooredoo.com,2,,
41902,,Zain KW MI,,,*99#,pps,2,,
41882,,Tishknet,,,*99#,internet.tishknet.com,0,,
41866,,fastlink,,,*99#,fastlink,0,,
41840,,INTERNET,,,*99#,internet.korek.com,2,,
41840,,NTE,korek,korek,*99#,net.korek.com,2,,
41820,,Zain Internet,,,*99#,internet,1,,
41805,,Asiacell GPRS,,,*99#,net.asiacell.com,2,,
41805,,Asiacell,,,*99#,asiacell.net.com,2,,
41702,,MTN Speed,,,*99#,internet,1,,
41701,,Syriatel,,,*99#,net.syriatel.com,2,,
41677,,Orange JO,,,*99#,net.orange.jo,0,,
41603,,Umniah,,,*99#,umniah,0,,
41601,,Zain Jo,,,*99#,zain,0,,
41503,,Touch,,,*99#,Touch,0,,
41501,,Alfa,,,*99#,ALFA,0,,
41409,,Mytel,,,*99#,MYTEL,2,,
41406,,Telenor,,,*99#,INTERNET,2,,
41405,,Ooredoo,,,*99#,Internet,2,,
41401,,mptnet,,,*99#,mptnet,2,,
41308,,Hutch 3g,,,*99#,hutch3g,0,,
41305,,Airtel Live,,,*99#,Airtellive,0,,
41303,,Etisalat Internet,,,*99#,EBB,0,,
41302,,Dialog Broadband,,,*99#,dialogbb,0,,
41302,,Dialog Prepaid Mobile Broadband,,,*99#,ppwap,0,,
41302,,Dialog Internet,,,*99#,www.dialogsl.com,0,,
41301,,Mobitel Data,,,*99#,mobitel,0,,
41250,,Etisalat,,,*99#,Etisalat.af.web,2,,
41240,,MTN 3G,,,*99#,Broadband.mtn.com.af,2,,
41240,,MTN 2G,,,*99#,internet.mtn.com.af,2,,
41220,,Roshan,GPRS,Roshan,*99#,internet,2,,
41201,,AWCC,,,*99#,Internet,2,,
41007,,Warid Internet,,,*99#,warid,2,,
41006,,Telenor,Telenor,Telenor,*99#,internet,2,,
41004,,Internet,,,*99#,zonginternet,2,,
41003,,Ufone Internet P,,,*99#,ufone.pinternet,2,,
41003,,Ufone Internet,,,*99#,ufone.internet,2,,
41001,,Jazz Connect,,,*99#,jazzconnect.mobilinkworld.com,1,,
41001,,Mobilink Connect,,,*99#,connect.mobilinkworld.com,1,,
40570,,Idea Internet,,,*99#,internet,2,,
40567,,Vodafone Connect,,,*99#,www,2,,
40566,,Vodafone Connect,,,*99#,www,2,,
40556,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40555,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40554,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40553,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40552,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40551,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40523,,Reliance NetConnect,,,*99#,rcomnet,2,,
40523,,RTL GSM Net,,,*99#,smartnet,2,,
40522,,Reliance NetConnect,,,*99#,rcomnet,2,,
40522,,RTL GSM Net,,,*99#,smartnet,2,,
40521,,Reliance NetConnect,,,*99#,rcomnet,2,,
40521,,RTL GSM Net,,,*99#,smartnet,2,,
40520,,Reliance NetConnect,,,*99#,rcomnet,2,,
40520,,RTL GSM Net,,,*99#,smartnet,2,,
40519,,Reliance NetConnect,,,*99#,rcomnet,2,,
40519,,RTL GSM Net,,,*99#,smartnet,2,,
40518,,Reliance NetConnect,,,*99#,rcomnet,2,,
40518,,RTL GSM Net,,,*99#,smartnet,2,,
40517,,Reliance NetConnect,,,*99#,rcomnet,2,,
40517,,RTL GSM Net,,,*99#,smartnet,2,,
40515,,Reliance NetConnect,,,*99#,rcomnet,2,,
40515,,RTL GSM Net,,,*99#,smartnet,2,,
40514,,Reliance NetConnect,,,*99#,rcomnet,2,,
40514,,RTL GSM Net,,,*99#,smartnet,2,,
40513,,Reliance NetConnect,,,*99#,rcomnet,2,,
40513,,RTL GSM Net,,,*99#,smartnet,2,,
40512,,Reliance NetConnect,,,*99#,rcomnet,2,,
40512,,RTL GSM Net,,,*99#,smartnet,2,,
40511,,Reliance NetConnect,,,*99#,rcomnet,2,,
40511,,RTL GSM Net,,,*99#,smartnet,2,,
40510,,Reliance NetConnect,,,*99#,rcomnet,2,,
40510,,RTL GSM Net,,,*99#,smartnet,2,,
40509,,Reliance NetConnect,,,*99#,rcomnet,2,,
40509,,RTL GSM Net,,,*99#,smartnet,2,,
40508,,Reliance NetConnect,,,*99#,rcomnet,2,,
40508,,RTL GSM Net,,,*99#,smartnet,2,,
40507,,Reliance NetConnect,,,*99#,rcomnet,2,,
40507,,RTL GSM Net,,,*99#,smartnet,2,,
40506,,Reliance NetConnect,,,*99#,rcomnet,2,,
40506,,RTL GSM Net,,,*99#,smartnet,2,,
40505,,Reliance NetConnect,,,*99#,rcomnet,2,,
40505,,RTL GSM Net,,,*99#,smartnet,2,,
40504,,Reliance NetConnect,,,*99#,rcomnet,2,,
40504,,RTL GSM Net,,,*99#,smartnet,2,,
40503,,Reliance NetConnect,,,*99#,rcomnet,2,,
40503,,RTL GSM Net,,,*99#,smartnet,2,,
40501,,Reliance NetConnect,,,*99#,rcomnet,2,,
40501,,RTL GSM Net,,,*99#,smartnet,2,,
40498,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40497,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40496,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40495,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40494,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40493,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40492,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40491,,Aircel Online Postpaid,,,*99#,aircelwebpost,2,,
40491,,Aircel Online Prepaid,,,*99#,aircelweb,2,,
40491,,Aircel Online,,,*99#,aircelgprs,2,,
40490,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40489,,Idea Internet,,,*99#,internet,2,,
40488,,Vodafone Connect,,,*99#,www,2,,
40487,,Idea Internet,,,*99#,internet,2,,
